id,username,text,created_at
22,@haidaralim4316,"Nggak usah vaksin.contoh x bnyak orang setelah vaksin covid,bnyak yg sakit2an",2025-05-23T10:18:39Z
23,@MakmurJaya-n6s,"Ya iru vaksin murni untk kemanusiaann,skrg banyak tujuan2 pemusnahan  penduduk,,,",2025-05-23T10:11:12Z
24,@BangTguh,"LU BANDINGIN WOY BUDI!<br>ANTARA INDONESIA,PAPUA NEW GUINEA DAN YAMAN.. ANGKA KEMATIAN KOPIT DIMANA INDONESIA SUDAH FUCKSIN SEBANYAK 75% DAN KEDUA NEGARA DIATAS HANYA 4% PER 1 JUTA JIWA.<br><br>LEBIH BANYAK MANA TINGKAT KEMATIANNYA?? LEBIH BANYAK INDONESIA PADAHAL UDAH 75% YG FUCKSIN.<br>CEK DI SITUS WORLDOMETER SILAHKAN<br><br>NGOMONG DOANG GEDE LU AH MENTERI KACUNG ELITE GLOBAL",2025-05-23T09:18:12Z
25,@noobplayer1994,"Antek antek GLOBALIS,,,",2025-05-23T07:12:52Z
26,@anggawr9770,Dasar Mentri Bodohhhh lo gk tau Amerika aja gk mau di vaksin menkes amerika aja tolak vaksin eehh ini malah Negara kita yang Bodoh ini mau jadi Kelinci Percobaan .,2025-05-23T04:49:16Z
27,@dwiratna878,seharusnya pemerintah hitung kematian dari awal covid sudah hilang..biar keliatan indonesia perharinya ada berapa kematian...paham kan,2025-05-23T03:35:28Z
28,@samuelyeremiamuliabaskhara20,"Heran kok bisa-bisanya yah di negara ini orang yg title pendidikan nya bukan dari ranah Kedokteran atau Kesehatan kok bisa ga menjabat sebagai Menteri Kesehatan di Republik ini? padahal kalau dilihat segi background pendidikan nya sangat tidak cocok dan tidak pantas menjabat sebagai Menteri Kesehatan. apalagi beliau ini merupakan lulusan dari jurusan Program Studi Nuklir ITB yg notabene orang ini sangat tidak kompeten menjabat di posisi nya sekarang sebagai Menteri Kesehatan. Heran kok bisa-bisanya ya Presiden terdahulu dan Presiden yg sekarang sedang menjabat, bisa menempatkan orang di posisi penting seperti sekelas jabatan Menteri Kesehatan yg mengurusi kesehatan masyarakat Indonesia yg background pendidikan nya tidak sesuai dengan gelar pendidikan akademik nya yg dia emban sewaktu di bangku perkuliahan. miris banget",2025-05-23T02:28:32Z
29,@agniguntursugito7684,Latar belakangnya jelas duit. Masyarakat tetap sebagai kelinci percobaan. Kalau mau buka aja lowongan dengan bayaran tertentu jadi hanya orang yang mau yang berpartisipasi.,2025-05-23T00:37:20Z
30,@hatsunemiku6335,"gak salah dgr kah? &quot;covid membunuh byk orang, setelah itu bisa dikendalikan begitu vaksin nya keluar&quot;. WTF padahal di konoh yg membunuh byk org justru vaksin nya 😂",2025-05-22T17:45:31Z
31,@muhamadsmithwayne6496,Pemerintahan sekrang seprti tidk punya marwah&quot; rakyatnya fi jadikan kelinci percobaan <br>Sama sekali tidk memikirkan soal harga diri bangsa,2025-05-22T12:02:13Z
32,@andikvera1578,Bapak dan keluarga bapak dulu ajah ya di faksin....gamana....,2025-05-22T11:58:43Z
33,@bangal9801,Lah gua curiga ini buat ngurangin populasi manusia..😂,2025-05-22T11:54:13Z
34,@AhmadHasibuan-u4d,kemenkes dulu yg di uji coba vaksin nya,2025-05-22T10:58:50Z
35,@kunsanusi4108,Cara penularan TBC diantara keluarga miskin khususnya. Apakah Pemerintah sediakan anggaran utk cegah  anggota keluarga  pasien dari kemungkinan tertular ?,2025-05-22T10:18:08Z
36,@kunsanusi4108,Pak Menkes vaksin yg sudah ada puluhan tahun berapa persen keampuhannya ?<br>Berapa keampuhan vaksin dari Gates yg sdh diuji fi negara lain ? Berikan faktanya dong.,2025-05-22T10:12:12Z
37,@LambeBening,Ibu Siti Fadilah hrs nya yg cocok jadi menkes rakyat Indonesia,2025-05-22T08:08:34Z
38,@LambeBening,"Uji coba itu dengan hewan pak, jangan manusia di buat uji coba.",2025-05-22T08:07:55Z
39,@fikrimust3192,"Itu cuma narasi,, toh datanya blm tentu seperti itu",2025-05-22T07:30:30Z
40,@SUSANTIGOZALI,"Teliti dulu secara clinical science..... apa isi vaksinnya dan efek sampingnya .... pak Menteri.<br>Jangan mau menjadi kelinci percobaan, pak. <br>- Kalau mau uji coba, sebaiknya ke negara yang warganya miskin tapi anaknya banyak seperti India, Bangladesh (tempo hari Bill Gate juga mau uji coba dengan mengirim nyamuk di Bali untuk uji coba juga).<br><br>Hati2, kuatir ada udang dibalik batu, pak",2025-05-22T06:42:05Z
41,@yoskai71,Warga harus waspada terhadap Virus Buatan yg di sebarkan menjadi pandemi..Kalau tersebar ..maka muncul Vaksin dan obatnya .semua itu projek kejar Cuan.✊🏼👍🏼,2025-05-22T05:44:21Z
42,@caswardi,"Suruh aja pak mentri dan keluarganya yang jadi kelinci percobaan, jangan kami jadikan kelinci percobaan",2025-05-22T05:10:43Z
43,@ivanfawzi9940,"lo aja sni gue suntik dluan itu vaksin , orang2 pada nolak lo malah ngejual negara sama rakyat nya",2025-05-22T04:02:53Z
44,@BambangSuryanto-q5y,Menteri bisnis,2025-05-22T03:11:06Z
45,@vintagecaraudio,"Maaf, saya tidak akan tertipu olehmu...",2025-05-22T01:21:53Z
46,@vintagecaraudio,"<a href=""https://www.youtube.com/watch?v=d9CShDimWHU"">https://www.youtube.com/watch?v=d9CShDimWHU</a>",2025-05-22T01:16:51Z
47,@vintagecaraudio,"<a href=""https://www.youtube.com/watch?v=d9CShDimWHU"">https://www.youtube.com/watch?v=d9CShDimWHU</a>",2025-05-22T01:16:39Z
48,@vintagecaraudio,KOK SAYA NGGAK PERCAYA OMONGANMU ...... SAMA SEKALI..!!!!!!,2025-05-22T01:15:49Z
49,@ahmedalgozali2823,"Agenda de popolasi sudah mau dilakukan di Indonesia... Melalui vaksin... Wahai seluruh rakyat Indonesia🇮🇩 sadarlah.. Jangan mau  anak 2x kita, keluarga kita jadi kelinci percobaan ayo kita tolak agenda dajjal ini.",2025-05-22T00:42:24Z
50,@aprialissoeharto,"covid itu bisa dikendalikan bukan karna vaksin nya tapi karna tubuh sudah terbiasa teman saya dikampung lansia maupun anak muda tidk ada yang vaksin tidak ada yang kena covid , saya dua kali vaksin covid 2 kali pula kena covid ,",2025-05-21T23:26:41Z
51,@samsulvnm,"Data 100.000 korban TBC cuma tulisan bisa dibuat dg mudah oleh Menkes,terus kita diwajibkan percaya???orang tolol aja yg percaya DATA.",2025-05-21T17:50:04Z
52,@samsulvnm,"Mentri kesehatan dg IDInya cari duit tambahan,gajinya kurang,TNI&amp;POLRI segera menyusul😂😂😂",2025-05-21T17:44:57Z
53,@indonesiamerdeka8639,ini orang sangat berbahaya di nusantara jangan percaya omongan menkes ini,2025-05-21T17:38:48Z
54,@NurJani-x6k,Penduduk indonesia th1970 130 juta tapi sekarang sudah 280.juta yang mati sama yang lahir banyak yg mana,2025-05-21T17:04:44Z
55,@NurJani-x6k,Tolak tolak bohong,2025-05-21T16:57:35Z
56,@tatitati3593,"Dicoba dulu sama Kel menteri kesehatannya,,baru kerakyatnya ,,bisnis owh,, bisnis",2025-05-21T16:49:00Z
57,@ErickLanta,Sepertinya menkes dapat keuntungan dengan ada nya trial ke 3 tbc di Indonesia <br>Waktu trial kedua  di afrika ternyata daya sembuh nya 50℅ dan itu tidak memenuhi standar dari kesehatan medis  yg seharusnya 60℅keatas,2025-05-21T16:36:16Z
58,@muhammadfikrialim5135,"Revolusi sih harusnya, kacau sudah negara ini",2025-05-21T15:52:35Z
59,@adeskan1,"Stroke mencapai angka 300rb meninggal pertahun atau 3xlipat dr TBC, kenapa dibilang paling tinggi?",2025-05-21T15:35:08Z
60,@adeskan1,oalah pak menteri yang mengajukan??,2025-05-21T15:28:20Z
61,@PutriTajir,Enkes Tolol,2025-05-21T15:16:51Z
62,@andigembes1460,Ngedabrussssssss....,2025-05-21T15:06:48Z
63,@mitaa6158,Percaya dama bu Sit Padilah,2025-05-21T14:33:58Z
64,@angakhoo9218,Bacoooooot 😂,2025-05-21T10:14:18Z
65,@dianjihan-i7f,DI INDONESIA KALO ORANG PENTING YANG NGOMONG WALAUPUN BOHONG DAN ORANG GAK PERCAYA PUN PEMERINTAH TETEP JALAN DAN TUTUP KUPING DARI KELUHAN MASYARAKAT😡,2025-05-21T08:45:19Z
66,@odettezilong2671,Saya sangat setuju diadakan vaksin di Indonesia ...jadi tinggal cari relawan yg terkena tbc utk melihat apakah vaksin nya manjur .<br>Intinya jangan berpikir negatif tetapi ambil positif nya utk kepentingan masyarakat Indonesia ini yg paling banyak menderita tbc .mohon kesadarannya pak buk,2025-05-21T08:34:41Z
67,@roynaldirualembaleme5143,Lebih percaya Pak Dharma Pongrekum daripada bapak ini,2025-05-21T07:06:46Z
68,@MrDSF-eh9cu,"Nga deh vaksin amrik buat sakit bapak gua bangsat dari sehat jadi lemah apalagi bilbil kasih vaksin nga jelas, mending elo urusin yang kena tbc deh bukan yang sehat",2025-05-21T05:46:48Z
69,@Suharbegono,Temanku meninggal habis divaksin,2025-05-21T05:00:09Z
70,@murtado22,"Vaksin aja seluruh pejabat ,jngn  rakyat...",2025-05-21T04:36:49Z
71,@beautycare1590,Para dokter aja dulu buat kelinci percobaan,2025-05-21T04:03:14Z
72,@SandySandy-u3z8j,"Suruh aja debat sama ibu Fadilah sufari , ini konspirasi ulung cari uang",2025-05-21T03:27:38Z
73,@warnawarniomal3219,"Hati hati dgn menteri ini, Prabowo kenapa orang ini nga diganti ya ? takut ya ?😃😃😃macan sdh tua.",2025-05-21T01:46:01Z
74,@nyiipeh8084,Sok atuh bapak dulu dan keluarga nya,2025-05-21T01:41:20Z
75,@nyiipeh8084,"Yg byk gelandangan di Amerika, uji coba di sana aja",2025-05-21T01:40:49Z
76,@ibumardiyah1058,"𝘾𝙊𝙑𝙄𝘿-19, 𝙑𝘼𝙆𝙎𝙄𝙉 𝙏𝘽𝘾..... 𝙋𝙀𝙈𝙐𝙎𝙉𝘼𝙃𝘼𝙉 𝙈𝘼𝙎𝙎𝘼𝙇 𝙏𝘼𝙉𝙋𝘼 𝙋𝙀𝙍𝘼𝙉𝙂 𝙁𝙄𝙎𝙄𝙆",2025-05-20T23:22:55Z
77,@RahmadOke158,Tak masuk akal kata kata Menkes ini,2025-05-20T19:03:32Z
78,@MP-yk8rd,"UJI COBA DULU KE  PAK MENKES DAN KELUARGANYA, KELUARGA PRESIDEN DAN WAPRES DAN KELUARGA NYA. ANGGOTA DPR DAN ANGGOTA MPR ,PEJABAT NEGARA",2025-05-20T17:26:54Z
79,@ikmalmaulana9243,"Uji coba lah dulu ke seluruh petugas tenaga medis,supaya tenaga medis sehat tidak terkena TBC 😅.",2025-05-20T17:00:59Z
80,@MdxDriverStory,Rosi BAHAN PERTANYAAN NYA KURANG MANTEP .. KASIH PERTANYAAN NYA YANG BERKELAS .. KENAPA GAK DI NEGARA NYA ? KENAPA HARUS DI INDONESIA.. KNAPA INDONESIA GAK BISA MENOLAK ? HADEUUH,2025-05-20T16:01:08Z
81,@MdxDriverStory,MENKES WKWKWKWKWKWKWKW .... INI KONTEK NYA UNTUK UJI COBA KE MASYARAKAT INDONESIA .. KALAU VAKSIN YANG UDAH TERUJI ITU YA UDAH GAK MASLAAH UNTUK DI COBA .. NAH INI DI UJI DISINI ..KENALA GAK DI UJI DI NEGARA NYA ... LOGIKA GAK DI PAKE ..MENTERI ANEH,2025-05-20T15:59:27Z
82,@mukhtar6016,"Budi Gunawan Sadikin adalah anteknya yahudi, konspirasi bisnis vaksin dgn mengorbankan rakyat Indonesia, menkes bgs tidak akan berani berdebat dg mantan Menkes dokter Padilah supari &amp; konjen pol pangrekun, rakyat Indonesia selalu dijadikan kelinci percobaan oleh bilget dg alasan kesehatan, tapi yg sebenarnya adalah konspirasi bisnis, dan menguasai suatu negara dg cara yang licik",2025-05-20T14:55:42Z
83,@jeanchaniago,Indonesia ada wakil rakyat di DPR biar mereka dulu yg coba rakyat tinggal menonton.,2025-05-20T13:47:50Z
84,@MuhammadNaim-wt7bf,TBC ( Ta&#39; Bangkana Cipuru&#39;na ) 😂😂,2025-05-20T13:28:41Z
85,@ridwanrusli8839,"RAKYAT KAN SUDAH ADA WAKIL RAKYAT, SILAHKAN DI UJI KE SELURUH ANGGOTA DPR TK1,TK2 DAN KELUARGANYA + ANGGOTA DAN KELUARGA INSTITUSI POLRI + SELURUH MENTRI, WAKIL MENTRI, PEGAWAI DAN KELUARGANYA.<br>ITU SUDAH LEBIH DARI CUKUP UTUK UJI COBA, JANGAN RAKYAT DI JADIKAN UJI COBA.",2025-05-20T12:59:03Z
86,@eedmrp,"Undang Pa Dharma Pongrekun, Ibu Siti Fadilah, drh. Indro Cahyono utk berdiskusi dgn MenKes",2025-05-20T11:59:55Z
87,@sriyono5558,Sudah tau bpk ini sebetul nya bukan ahli kesehatan tp org bisnis apa perbank kan hati&quot; mati itu urusan allah bukan menkes,2025-05-20T10:55:42Z
88,@ferdiari6310,Pernah dengar istilah <br>&quot;tiba masa tiba akal &quot;?..,2025-05-20T10:32:32Z
89,@KENSHUUSULIT89,Jika Ternyata tidak ampuh maka para petinggi negara lah yang selamat dari vaksin itu. Begitu kah? Para petinggi negara juga harus membuat janji untuk menjamin kesehatan dan keselamatan penerima vaksin. Jangan bilang aman tapi belum menjamin jika ada efek buruk nya. 🙄😏,2025-05-20T09:50:14Z
90,@solikhin-uu8dj,"mentri2 nya dan pejabat nya saja yg di vaksin ,masyarakat ga perlu vaksin masyarakat perlu makan yg baik",2025-05-20T09:49:19Z
91,@opazhesklinn1994,Tolakkkkkk vaksiiinnnnn. Hati2,2025-05-20T08:11:01Z
92,@SumarlinJayakusuma,"Pentingnya  pemimpin yang jujur,pinter, pemberani, tidak mudah dikendalikan oleh orang asing,taat kepada allah tidak akan pernah menzolimin rakyatnya",2025-05-20T07:51:26Z
93,@rizalsri6790,"Alasannya hsanya pembenaraan,sebelum ini tdk pernah menjadi topik bahwa tbc salah satu pembunuh terbanyak .",2025-05-20T07:44:29Z
94,@hestitrader1971,Harusnya yg pertama kali diuji cobakan vaksin pak mentri kesehatan kemudian seluruh jajaran pemerintahan... mau nggak tuh mrk... jangan rakyat yg dijadikan kelinci percobaan... penjelasan pak menkes itu boong semua,2025-05-20T07:38:30Z
95,@aseppartiem,uji coba d amerika aja si..napa hrus indo wkwkwk,2025-05-20T07:29:44Z
96,@aseppartiem,anggota dpr aja dlu pak yg jd uji coba.. mereka kan wakil rakyat.. kenapa hrus rakyat yg d korbankan,2025-05-20T07:26:47Z
97,@m.agungprakoso1803,"BAHAYA ! PENJAJAHAN MEDIS OPERASI FILANTROPI GLOBALIS <br><br>Vaksin TBC Itu Uji Coba / Uji Kendali Populasi?, TBC(Tuberkolosis) Memang Masalah Serius Di Indonesia Apalagi Papua. Tp, Kenapa Indonesia Jadikan Lokasi Uji Coba?, Negara Dengan Populasi Besar dan Literasi Medis Rendah Sering Dipilih Karna ; Biaya Murah, Penduduk Mudah Dipengaruhi Narasi &quot;Filantropi&quot; , Regulasi Longgar/Bisa Diatur Lewat Pejabat Tinggi korup Kaya Indonesia. Uji Coba Medis Sama Dengan Jalur Belakang Untuk Uji Klinis Besar-Besaran Tanpa Dipertanggung Jawabkan. <br><br>Bill Gates Foundation Adalah Pion Filantropis Arsitek Agenda Populasi, Gates Adalah Wajah Publik Dari Kompleks Farmasi Global Yg Terhubung Dengan WHO, GAVI, dan Wellcome Trust. Ada Banyak Kritik Keras Soal Proyek Vaksin HPV dan Polio Di India dan Afrika Yg Menimbulkan Efek Samping Serius, Sebagian Tanpa Izin Jelas Dari Partisipan. Tujuan Mereka Bukan Semata &quot;KESEHATAN&quot; Tapi, Kumpulan Data Genetik, Eksperimen Bioteknologi Didunia Nyata, Pengaruh Terhadap Kebijakan Negara-Negara Berkembang. &quot;Jika Kamu Mengontrol Kesehatan Rakyat, Kau Mengontrol Masa Depan Mereka&quot;.<br><br>Peran Elite Lokal Adalah Gerbang Masuk Neokolonialisme Biologis, Terlihat Jelas Kacung-Kacung Elite Nasional Berjabah Tangan Dengan Agen Elites Globalis. Prabowo Mewakili Elite Nasional Yg Mebuka Pintu Atas Nama &quot;KERJASAMA&quot; dan &quot;KEMANUSIAAN&quot;. Ini Bukan Kerjasama Setara, Tapi Pola Klasik Pusat Kekuasaan Global Menguji Teknologi Dipinggiran Kerajaan Romawi Dalam Hal Nusantara. <br><br>Narasi Filantropi = Trojan Horse Filantropi Gaya Bill Gates Bukan Amal Tapi Itu Investasi Sosial - Politik, Lewat Topeng Yayasan Dia Bisa , Masuk Ke Sistem Pendidikan, Mengontrol Arah Riset Kesehatan, Menentukan Arah Kebijakan Publik Tanpa Jabatan Resmi.<br><br>Indonesia Harus Menolak Menjadi Kelinci Percobaan. Masyarakat Berhak Atas ; Penjelasan Penuh dan Terbuka Soal Vaksin Yg Diujikan, Akses Data Klinik Tahap Awal, Hak Untuk Menolak Tanpa Tekaanan/Manipulasi. Aktivis Dan Rakyat Sadar Harus Bersuara, &quot;Kitong Bukan Laboratorium Manusia&quot;.<br><br>Vaksin TBC Konvensional : BCG (Bacillus Calmette-Guerin), Sudah Digunakan Sejak 1921. Vaksin Baru ( Misalnya : M72/AS01E Yg Didukung Gates Foundation ) Adalah Vaksin Berbasis Rekombinan Protein Dan Adjuvan Sintetis, Dikembangkan Oleh GSK dan Aeras ( Didanai Gates ). Tujuannya Diklaim Sebagai Peningkatan Efikasi Terhadap Strain TBC Modern, Namun : &quot;Semakin Kompleks Kandungan, Semakin Tinggi Potensi Efek Sistemik dan Imunologis&quot;.<br><br>Berdasarkan Laporan Uji Klinis Pengawsan Pasca-Penyuntikan Pada Vaksin Eksperimental TBC.<br>Efek Samping ; <br>1. Reaksi Lokal (Pembengkakan Ekstrem, Nyeri Lengan, Kemerahan Yg Lebih Luas Dibanding BCG Biasa<br>2. Demam Tinggi (Tanda Respon Imun Sistematik Yg Berlebihan<br>3. Gangguan Neurologis (Sakit Kepala Hebat, Kejang, Potensi Ancephalitis Ringan)<br>4. Autoimun (Ada Laporan Imun Tubuh Menyerang Jaringan Paru/Paradoxical Worsening)<br>5. Potensi Kerusakan Genetik (Jika Adjuvan/Teknologi mRNA/DNA terlibat (Meskipun Belum Diklaim Resmi Untuk TBC, Resiko Genotoksisitas Meningkat<br>6. Kematian Mendadak Sangat Jarang (Tapi Muncul Dalam Konteks Uji Coba Tidak Terawasi di Afrika/India), Dalam Proyek Vaksin HPV Yg Juga Didanai Gates Foundation<br><br>Resiko Khusus Untuk Indonesia, Genetik Populasi Asia Tenggara Belum Diuji Sekomprehensif Afrika/Eropa Dalam Uji Klinis Sebelumnya. Potensi Efek Samping Berbeda dan Lebih Berbahaya Karena Reaktifitas Imun Berbeda. Kondisi Sanitasi dan Gizi Masyarakat Yg Buruk Bisa Memperbesar Efek Samping. <br><br>Jika Vaksin TBC Globalis Ternyata Menggunakan :<br>1. Vaksin mRNA/DNA Berbasis Vektor ~ Kemungkinan Besar Dimasukkan Dengan Teknologi Transgenetik/Editing Imun<br>2. Adjuvan Seperti AS01 Atau Cpg-1018 ~ Dikenal Meningkatkan Respon Imun Tapi Juga Meningkatkan Risiko Gangguan Autoimun Jika Tidak Seimbang <br>3. Kendala Transparansi Data Uji Klinis Sering Tidak Dipublikasikan Penuh<br>4. Indonesia Sebagai Tempat Uji Jarang Punya Kontrol Independen Untuk Audit Efek Samping<br>5. Media Dikendalikan Narasi &quot;Kemanusiaan&quot;, Bukan Kedaulatan Medis <br><br>Kesimpulan : Vaksin TBC Besutan Jaringan Globalis Berpotensi Membawa Resiko Efek Samping Sistematik, Neurologis, dan Genetik. Apalagi Jika Dikembangkan Dengan Teknologi Eksperimental. Ditambah Potensi Neokolonialisme Medis, Indonesia Sedang Berada Diujung Tanduk Sebagai Ladang Uji Manusia.<br><br>Bagikan Sa Pu Coretan Ini Supaya Para Dokter, Nakes Dan Masyarakat Tidak Memakai Vaksin Ini Buat Para Penderita TBC, Karena Jika Terjadi Kita Bertanggung Jawab Atas Nyawa Orang Itu <br><br>Hormat",2025-05-20T04:18:36Z
98,@SumarjoJoe,Fokus ganggur biar gak di Vaksinasi <br>Biar mereka yang di Vaksinasi <br>Indonesia lawak lawak,2025-05-20T04:03:27Z
99,@kampungdurianruntuh2600,"Kalau pemerintah setuju pemerintah saja yang vaksin untuk uji coba,,, jangan korban masyarakat untuk jadi kelinci percobaan",2025-05-19T23:30:09Z
100,@belolangi5500,"Setahu saya penyakit TBC itu sdh bisa disembuhkan dengan obat dari Puskesmas ....gratis lagi. Mungkin Menkes belum tahu itu,  krn dia keahliannya  bukan kesehatan. Menkes itu keahliannya Teknik Nuklir   jadi Menkes...Bill Gates itu keahlian IT jadi urusin  Vacsin. Jadi mereka berfokus pada Bisnis...mencari keuntungan sebesar-besarnya. Mereka berdua itu elit global",2025-05-19T21:34:59Z
101,@dellavrill4877,Uji coba pertama vaksin tbc  menkes serta jajarannya..,2025-05-19T18:36:37Z
102,@faizalbintan8547,COBAIN KE ASN DULU KE KPLADIBAS DPRD MPR DAN BUOATI DAN GUBERNUR DANTERUS SELURUH PEGAWAI NEGERI KOK RAK YST PULAK YANG MAU KAU KORBANKAN UJI COBA,2025-05-19T17:33:19Z
103,@faizalbintan8547,SEBAIKNYA DI COBAKAN DULU KE ASN DAN SELURUH PEGAWAI KESEHATAN DI COBA AYOLAH DI SUNTIKKAN KE KALIAN DULU,2025-05-19T17:31:27Z
104,@NurKomaro,Menit 3.55 ini bukan uji coba tapi istilahnya clinical tryle... KAU mau bodohi rakyat dg istilah bahasa asing emangnya cuman RAIMU yg bisa bahasa asing CUOKK!!!,2025-05-19T16:58:22Z
105,@herbalmanjakaniaceh6215,TBC penyakit orang susah .... Kenapa g perbaiki saja ekonomi rakyat miskin ... Karena pola hidup dan lingkungan kurang baik plus kurang gizi ....,2025-05-19T16:57:36Z
106,@dtzeeor8558,Saya setuju kl yg di Vaksin buat Uji Coba para Ternak Mulyono aja,2025-05-19T16:44:15Z
107,@dtzeeor8558,Kl orang G meningggal Ntr Negara Penuhh dong pak.kwkkwwk sbnrya bnyk Orang Pinter tp Rewell sih...Program Ketahanan Pngan aja Masih Jalan tp FAKTANYA ttp bnyk yg mati Kelaparann..,2025-05-19T16:42:30Z
108,@Erdo_erdo,𝘽𝘼𝙂𝙐𝙎 𝙋𝘼𝙆 𝙈𝙀𝙉𝙏𝙀𝙍𝙄... 𝘽𝘼𝙂𝙐𝙎... 𝘽𝘼𝙂𝙐𝙎... 𝙆𝙀𝙍𝙅𝘼 𝘽𝘼𝙋𝘼𝙆 𝘽𝘼𝙂𝙐𝙎... 𝘽𝙄𝙇 𝙂𝘼𝙏𝙀 𝘽𝘼𝙉𝙂𝙂𝘼 𝙎𝘼𝙈𝘼 𝘽𝘼𝙋𝘼𝙆,2025-05-19T15:08:00Z
109,@ruang_koe,Pasti dibikin seolah2 TBC sangat mematikan😂😂halah...lagu lama.biar uangnya bisa cair.,2025-05-19T15:03:10Z
110,@SabaSakti,Ak tidak akan mengijinkan anakku jadi kelinci percobaan. Jahat sekali.,2025-05-19T14:52:41Z
111,@RusdiRusdi-g7u,"Silat lidah antek asing,rakyat skrg tdk sebodoh sprti kerbau yg dicocok hidung&#39;y.bgmna bngsa ini mau mnjdi macan asia sejati,bila knytaanya mnjdikan diri sbgai budak asing.",2025-05-19T14:35:26Z
112,@fitrialya7173,"Jadi curiga, apakah itu real dana hibah atau biaya yang dikenakan untuk proses uji coba😅 atau jangan jangan,. Itu dana untuk orang yang mau ikut uji coba, tapi disebut sebagai dana hibah agar masyarakat tidak dapat apapun🤔",2025-05-19T14:08:41Z
113,@zarkasih7831,Dagang mulu..rakyat pikirin go,2025-05-19T13:35:32Z
114,@qomarudinudin305,Hanya alloh yang bisa bikin sehat alloh maha besar,2025-05-19T13:08:49Z
115,@NA0110NO,"Gila , efek samping Astrazeneca saja yang memiliki kandungan mercuri  yang menyebabkan pembekuan darah pemerintah gamau tanggung jawab",2025-05-19T11:45:16Z
116,@HarjitaHarjita-en6px,"Mentri kau aja yang di jadikan percobaan, yang penting massa jangan mau.",2025-05-19T11:44:47Z
117,@KlayJo-c4l,"Jadi teladan dong Pak, umumkan menteri kemenkes, pejabat eselon dan semua keluarganya akan sukarela menjadi percobaan vaksin ini😊",2025-05-19T11:18:48Z
118,@menggo-menggo,Kenapa gak BGS ini ya yg duluan?,2025-05-19T10:43:54Z
